run,max_len,lr,warmup,sampler,alpha,loss_weights,val_acc,macro_f1,val_loss,recall_Design_Science_-_System_Design,recall_Mixed_Methods,recall_Qualitative,recall_Theoretical_-_Conceptual
E1_len256,256,2e-05,0.0,False,0.0,False,0.8200537153088631,0.5616510107431343,0.6884,0.9430656934306569,0.425531914893617,0.05555555555555555,0.715625
E2_scheduler_len256,256,2e-05,0.1,False,0.0,False,0.8263205013428827,0.5462842162078804,0.6076,0.908029197080292,0.46808510638297873,0.0,0.803125
E3_classweights_len256,256,2e-05,0.0,False,0.0,True,0.7914055505819159,0.474183609433527,1.0185,0.92992700729927,0.20212765957446807,0.0,0.7125
